league,team,season,games,wins,draws,losses,pts_total,avg_res_for_game,League,Team,players_amount,avg_age,foreign_players_amount,team_cost_dif,total_cost,year_of_foundation
Liga Portugal,Boavista FC,2023-2024,68,14,22,32,78.0,0.9411764705882352,Liga Portugal,Boavista FC,36.0,26.8,20.0,522000.0,18800000.0,1903
Liga Portugal,Boavista FC,2024-2025,34,6,6,22,24.0,0.7058823529411765,Liga Portugal,Boavista FC,36.0,26.4,20.0,511000.0,18400000.0,1903
Liga Portugal,CD Nacional,2024-2025,34,9,7,18,32.0,1.0,Liga Portugal,CD Nacional,34.0,26.7,23.0,646000.0,21980000.0,1910
Liga Portugal,CD Santa Clara,2021-2022,34,9,13,12,38.0,1.1764705882352942,Liga Portugal,CD Santa Clara,33.0,27.0,22.0,927000.0,30600000.0,1921
Liga Portugal,CD Santa Clara,2022-2023,34,5,7,22,26.0,0.6470588235294118,Liga Portugal,CD Santa Clara,40.0,26.5,25.0,593000.0,23700000.0,1921
Liga Portugal,CD Santa Clara,2024-2025,34,17,6,11,36.0,1.6764705882352942,Liga Portugal,CD Santa Clara,37.0,25.3,26.0,1150000.0,42500000.0,1921
Liga Portugal,CD Tondela,2021-2022,68,14,14,40,82.0,0.8235294117647058,Liga Portugal,CD Tondela,37.0,24.5,22.0,590000.0,21830000.0,1933
Liga Portugal,CF Estrela da Amadora,2023-2024,34,7,12,15,33.0,0.9705882352941176,Liga Portugal,CF Estrela da Amadora,42.0,26.5,27.0,466000.0,19580000.0,2020
Liga Portugal,CF Estrela da Amadora,2024-2025,34,7,8,19,24.0,0.8529411764705882,Liga Portugal,CF Estrela da Amadora,45.0,25.4,28.0,582000.0,26200000.0,2020
Liga Portugal,CS Marítimo,2021-2022,34,9,11,14,39.0,1.1176470588235294,Liga Portugal,CS Marítimo,33.0,26.4,22.0,488000.0,16100000.0,1910
Liga Portugal,CS Marítimo,2022-2023,34,7,5,22,32.0,0.7647058823529411,Liga Portugal,CS Marítimo,47.0,25.8,31.0,352000.0,16530000.0,1910
Liga Portugal,Casa Pia AC,2022-2023,34,11,8,15,31.0,1.2058823529411764,Liga Portugal,Casa Pia AC,33.0,27.1,24.0,524000.0,17300000.0,1920
Liga Portugal,Casa Pia AC,2023-2024,34,10,8,16,38.0,1.1176470588235294,Liga Portugal,Casa Pia AC,37.0,26.6,21.0,626000.0,23180000.0,1920
Liga Portugal,Casa Pia AC,2024-2025,34,12,9,13,39.0,1.3235294117647058,Liga Portugal,Casa Pia AC,34.0,26.4,22.0,963000.0,32750000.0,1920
Liga Portugal,Estoril Praia,2021-2022,34,9,12,13,36.0,1.1470588235294117,Liga Portugal,Estoril Praia,46.0,24.1,26.0,788000.0,36230000.0,1939
Liga Portugal,Estoril Praia,2022-2023,34,10,5,19,33.0,1.0294117647058822,Liga Portugal,Estoril Praia,39.0,24.5,22.0,927000.0,36150000.0,1939
Liga Portugal,Estoril Praia,2023-2024,34,9,6,19,49.0,0.9705882352941176,Liga Portugal,Estoril Praia,39.0,24.8,27.0,1450000.0,56650000.0,1939
Liga Portugal,Estoril Praia,2024-2025,34,12,10,12,48.0,1.3529411764705883,Liga Portugal,Estoril Praia,37.0,24.6,23.0,1200000.0,44500000.0,1939
Liga Portugal,FC Arouca,2021-2022,34,7,10,17,30.0,0.9117647058823528,Liga Portugal,FC Arouca,37.0,27.8,29.0,454000.0,16800000.0,1951
Liga Portugal,FC Arouca,2022-2023,34,15,9,10,36.0,1.588235294117647,Liga Portugal,FC Arouca,30.0,26.7,24.0,700000.0,21000000.0,1951
Liga Portugal,FC Arouca,2023-2024,34,13,7,14,54.0,1.3529411764705883,Liga Portugal,FC Arouca,31.0,26.6,25.0,1420000.0,44100000.0,1951
Liga Portugal,FC Arouca,2024-2025,34,9,11,14,35.0,1.1176470588235294,Liga Portugal,FC Arouca,32.0,26.5,23.0,1170000.0,37380000.0,1951
Liga Portugal,FC Famalicão,2021-2022,34,9,12,13,45.0,1.1470588235294117,Liga Portugal,FC Famalicão,46.0,23.8,32.0,1480000.0,67850000.0,1931
Liga Portugal,FC Famalicão,2022-2023,34,13,5,16,39.0,1.2941176470588236,Liga Portugal,FC Famalicão,39.0,24.7,26.0,1330000.0,51850000.0,1931
Liga Portugal,FC Famalicão,2023-2024,34,10,12,12,37.0,1.2352941176470589,Liga Portugal,FC Famalicão,38.0,23.5,23.0,1910000.0,72750000.0,1931
Liga Portugal,FC Famalicão,2024-2025,34,12,11,11,44.0,1.3823529411764706,Liga Portugal,FC Famalicão,37.0,24.2,24.0,2600000.0,96050000.0,1931
Liga Portugal,FC Paços de Ferreira,2021-2022,34,9,11,14,29.0,1.1176470588235294,Liga Portugal,FC Paços de Ferreira,37.0,25.4,20.0,703000.0,26000000.0,1950
Liga Portugal,FC Paços de Ferreira,2022-2023,34,6,5,23,26.0,0.6764705882352942,Liga Portugal,FC Paços de Ferreira,38.0,25.7,20.0,740000.0,28130000.0,1950
Liga Portugal,FC Porto,2021-2022,34,29,4,1,86.0,2.676470588235294,Liga Portugal,FC Porto,40.0,26.0,20.0,10090000.0,403580000.0,1893
Liga Portugal,FC Porto,2022-2023,34,27,4,3,73.0,2.5,Liga Portugal,FC Porto,33.0,26.9,20.0,8620000.0,284550000.0,1893
Liga Portugal,FC Porto,2023-2024,34,22,6,6,63.0,2.1176470588235294,Liga Portugal,FC Porto,38.0,25.9,21.0,9730000.0,369650000.0,1893
Liga Portugal,FC Porto,2024-2025,34,22,5,7,65.0,2.088235294117647,Liga Portugal,FC Porto,42.0,24.9,25.0,11420000.0,479450000.0,1893
Liga Portugal,FC Vizela,2021-2022,34,7,12,15,37.0,0.9705882352941176,Liga Portugal,FC Vizela,42.0,25.1,26.0,398000.0,16700000.0,1939
Liga Portugal,FC Vizela,2022-2023,34,11,7,16,34.0,1.1764705882352942,Liga Portugal,FC Vizela,34.0,24.8,24.0,543000.0,18480000.0,1939
Liga Portugal,FC Vizela,2023-2024,34,5,11,18,36.0,0.7647058823529411,Liga Portugal,FC Vizela,38.0,25.4,26.0,601000.0,22850000.0,1939
Liga Portugal,GD Chaves,2023-2024,34,5,8,21,31.0,0.6764705882352942,,,,,,,,1949
Liga Portugal,Gil Vicente FC,2021-2022,34,13,12,9,47.0,1.5,Liga Portugal,Gil Vicente FC,31.0,25.9,22.0,959000.0,29730000.0,1924
Liga Portugal,Gil Vicente FC,2022-2023,34,10,7,17,32.0,1.088235294117647,Liga Portugal,Gil Vicente FC,36.0,25.5,22.0,1300000.0,46850000.0,1924
Liga Portugal,Gil Vicente FC,2023-2024,34,9,9,16,42.0,1.0588235294117647,Liga Portugal,Gil Vicente FC,38.0,24.7,22.0,846000.0,32150000.0,1924
Liga Portugal,Gil Vicente FC,2024-2025,34,8,10,16,34.0,1.0,Liga Portugal,Gil Vicente FC,37.0,25.0,26.0,1010000.0,37250000.0,1924
Liga Portugal,Moreirense FC,2021-2022,34,7,8,19,33.0,0.8529411764705882,Liga Portugal,Moreirense FC,30.0,27.3,20.0,633000.0,19000000.0,1938
Liga Portugal,Moreirense FC,2023-2024,34,16,7,11,36.0,1.6176470588235294,Liga Portugal,Moreirense FC,34.0,26.2,23.0,791000.0,26900000.0,1938
Liga Portugal,Moreirense FC,2024-2025,34,10,10,14,42.0,1.1764705882352942,Liga Portugal,Moreirense FC,32.0,26.8,22.0,983000.0,31450000.0,1938
Liga Portugal,Portimonense SC,2021-2022,68,20,16,32,62.0,1.1176470588235294,Liga Portugal,Portimonense SC,41.0,25.8,32.0,936000.0,38380000.0,1914
Liga Portugal,Portimonense SC,2021-2022,68,20,16,32,62.0,1.1176470588235294,Liga Portugal,Portimonense SC,41.0,24.7,20.0,488000.0,20000000.0,1914
Liga Portugal,Portimonense SC,2022-2023,34,10,4,20,25.0,1.0,Liga Portugal,Portimonense SC,43.0,25.9,34.0,734000.0,31580000.0,1914
Liga Portugal,Portimonense SC,2023-2024,34,8,8,18,39.0,0.9411764705882352,Liga Portugal,Portimonense SC,40.0,24.6,31.0,557000.0,22280000.0,1914
Liga Portugal,Rio Ave FC,2022-2023,34,10,10,14,36.0,1.1764705882352942,Liga Portugal,Rio Ave FC,31.0,27.0,16.0,574000.0,17800000.0,1939
Liga Portugal,Rio Ave FC,2023-2024,34,6,19,9,38.0,1.088235294117647,Liga Portugal,Rio Ave FC,35.0,27.6,17.0,749000.0,26200000.0,1939
Liga Portugal,Rio Ave FC,2024-2025,34,9,11,14,39.0,1.1176470588235294,Liga Portugal,Rio Ave FC,42.0,24.8,31.0,1180000.0,49680000.0,1939
Liga Portugal,SC Braga,2021-2022,34,19,8,7,52.0,1.911764705882353,Liga Portugal,SC Braga,46.0,24.8,17.0,3460000.0,159030000.0,1921
Liga Portugal,SC Braga,2022-2023,34,25,3,6,75.0,2.2941176470588234,Liga Portugal,SC Braga,35.0,25.3,17.0,4310000.0,150750000.0,1921
Liga Portugal,SC Braga,2023-2024,34,21,5,8,71.0,2.0,Liga Portugal,SC Braga,34.0,26.6,19.0,4690000.0,159400000.0,1921
Liga Portugal,SC Braga,2024-2025,34,19,9,6,55.0,1.9411764705882353,Liga Portugal,SC Braga,46.0,24.6,23.0,4060000.0,186800000.0,1921
Liga Portugal,SC Farense,2023-2024,34,10,7,17,46.0,1.088235294117647,Liga Portugal,SC Farense,31.0,27.9,18.0,647000.0,20050000.0,1910
Liga Portugal,SC Farense,2024-2025,34,6,9,19,25.0,0.7941176470588235,Liga Portugal,SC Farense,40.0,27.2,20.0,663000.0,26530000.0,1910
Liga Portugal,Sport Lisboa e Benfica,2021-2022,34,23,5,6,78.0,2.176470588235294,Liga Portugal,Sport Lisboa e Benfica,41.0,25.9,24.0,7570000.0,310180000.0,1904
Liga Portugal,Sport Lisboa e Benfica,2022-2023,34,28,3,3,82.0,2.5588235294117645,Liga Portugal,Sport Lisboa e Benfica,43.0,25.6,25.0,11110000.0,477580000.0,1904
Liga Portugal,Sport Lisboa e Benfica,2023-2024,34,25,5,4,77.0,2.3529411764705883,Liga Portugal,Sport Lisboa e Benfica,41.0,24.6,24.0,10430000.0,427600000.0,1904
Liga Portugal,Sport Lisboa e Benfica,2024-2025,34,25,5,4,84.0,2.3529411764705883,Liga Portugal,Sport Lisboa e Benfica,49.0,24.0,24.0,9090000.0,445250000.0,1904
Liga Portugal,Sporting CP,2021-2022,34,27,4,3,73.0,2.5,Liga Portugal,Sporting CP,38.0,24.5,16.0,8890000.0,337730000.0,1906
Liga Portugal,Sporting CP,2022-2023,34,23,5,6,71.0,2.176470588235294,Liga Portugal,Sporting CP,43.0,24.0,19.0,8530000.0,366600000.0,1906
Liga Portugal,Sporting CP,2023-2024,34,29,3,2,96.0,2.6470588235294117,Liga Portugal,Sporting CP,39.0,24.2,16.0,9850000.0,384200000.0,1906
Liga Portugal,Sporting CP,2024-2025,34,25,7,2,88.0,2.411764705882353,Liga Portugal,Sporting CP,50.0,22.8,20.0,11340000.0,567100000.0,1906
Liga Portugal,Vitória SC,2021-2022,34,13,9,12,50.0,1.411764705882353,Liga Portugal,Vitória SC,37.0,24.6,18.0,1840000.0,68000000.0,1922
Liga Portugal,Vitória SC,2022-2023,34,16,5,13,34.0,1.5588235294117647,Liga Portugal,Vitória SC,46.0,23.6,22.0,1570000.0,72400000.0,1922
Liga Portugal,Vitória SC,2023-2024,34,19,6,9,52.0,1.8529411764705883,Liga Portugal,Vitória SC,39.0,25.4,16.0,1740000.0,67900000.0,1922
Liga Portugal,Vitória SC,2024-2025,34,14,12,8,47.0,1.588235294117647,Liga Portugal,Vitória SC,39.0,25.2,13.0,2560000.0,99650000.0,1922
Ligue 1,AC Ajaccio,2022-2023,38,7,5,26,23.0,0.6842105263157895,Ligue 1,AC Ajaccio,41.0,27.1,24.0,659000.0,27000000.0,1910
Ligue 1,AS Monaco FC,2021-2022,38,20,9,9,65.0,1.8157894736842104,Ligue 1,AS Monaco FC,41.0,23.7,24.0,9660000.0,396000000.0,1924
Ligue 1,AS Monaco FC,2022-2023,38,19,8,11,70.0,1.7105263157894737,Ligue 1,AS Monaco FC,32.0,24.3,18.0,11510000.0,368300000.0,1924
Ligue 1,AS Monaco FC,2023-2024,34,20,7,7,68.0,1.9705882352941175,Ligue 1,AS Monaco FC,40.0,24.0,22.0,9960000.0,398550000.0,1924
Ligue 1,AS Monaco FC,2024-2025,34,18,7,9,63.0,1.7941176470588236,Ligue 1,AS Monaco FC,37.0,23.6,23.0,11110000.0,411150000.0,1924
Ligue 1,AS Saint-Étienne,2021-2022,38,7,11,20,42.0,0.8421052631578947,Ligue 1,AS Saint-Étienne,44.0,24.4,23.0,2400000.0,105650000.0,1933
Ligue 1,AS Saint-Étienne,2024-2025,33,7,6,20,37.0,0.8181818181818182,Ligue 1,AS Saint-Étienne,39.0,25.3,17.0,2090000.0,81600000.0,1933
Ligue 1,Clermont Foot 63,2021-2022,38,9,9,20,38.0,0.9473684210526316,Ligue 1,Clermont Foot 63,39.0,25.5,23.0,1410000.0,55100000.0,1911
Ligue 1,Clermont Foot 63,2022-2023,38,17,8,13,45.0,1.5526315789473684,Ligue 1,Clermont Foot 63,33.0,26.3,21.0,1450000.0,48000000.0,1911
Ligue 1,Clermont Foot 63,2023-2024,34,5,10,19,26.0,0.7352941176470589,Ligue 1,Clermont Foot 63,36.0,25.2,20.0,1700000.0,61350000.0,1911
Ligue 1,FC Girondins de Bordeaux,2021-2022,38,6,13,19,52.0,0.8157894736842105,Ligue 1,FC Girondins de Bordeaux,54.0,24.5,32.0,2160000.0,116850000.0,1881
Ligue 1,FC Lorient,2021-2022,38,8,12,18,35.0,0.9473684210526316,Ligue 1,FC Lorient,35.0,25.8,15.0,1750000.0,61300000.0,1926
Ligue 1,FC Lorient,2022-2023,38,15,10,13,52.0,1.4473684210526316,Ligue 1,FC Lorient,42.0,24.6,17.0,4180000.0,175450000.0,1926
Ligue 1,FC Lorient,2023-2024,34,7,8,19,43.0,0.8529411764705882,Ligue 1,FC Lorient,45.0,24.7,27.0,2930000.0,131850000.0,1926
Ligue 1,FC Metz,2021-2022,38,6,13,19,35.0,0.8157894736842105,Ligue 1,FC Metz,41.0,25.6,28.0,2220000.0,91050000.0,1932
Ligue 1,FC Metz,2023-2024,34,8,5,21,35.0,0.8529411764705882,Ligue 1,FC Metz,37.0,25.5,27.0,1770000.0,65400000.0,1932
Ligue 1,FC Nantes,2021-2022,38,15,10,13,55.0,1.4473684210526316,Ligue 1,FC Nantes,31.0,26.1,17.0,3630000.0,112650000.0,1943
Ligue 1,FC Nantes,2022-2023,38,7,15,16,37.0,0.9473684210526316,Ligue 1,FC Nantes,37.0,26.0,20.0,3230000.0,119200000.0,1943
Ligue 1,FC Nantes,2023-2024,34,9,6,19,30.0,0.9705882352941176,Ligue 1,FC Nantes,43.0,25.2,22.0,2930000.0,125900000.0,1943
Ligue 1,FC Nantes,2024-2025,34,8,12,14,39.0,1.0588235294117647,Ligue 1,FC Nantes,34.0,26.6,19.0,3370000.0,114650000.0,1943
Ligue 1,Lille OSC,2021-2022,38,14,13,11,48.0,1.4473684210526316,Ligue 1,Lille OSC,41.0,24.6,29.0,7480000.0,306880000.0,1944
Ligue 1,Lille OSC,2022-2023,38,19,10,9,65.0,1.763157894736842,Ligue 1,Lille OSC,33.0,25.3,20.0,7510000.0,247950000.0,1944
Ligue 1,Lille OSC,2023-2024,34,16,11,7,52.0,1.7352941176470589,Ligue 1,Lille OSC,41.0,23.8,25.0,8020000.0,328900000.0,1944
Ligue 1,Lille OSC,2024-2025,34,17,9,8,52.0,1.7647058823529411,Ligue 1,Lille OSC,40.0,25.4,23.0,8420000.0,336600000.0,1944
Ligue 1,Montpellier HSC,2021-2022,38,12,7,19,49.0,1.131578947368421,Ligue 1,Montpellier HSC,36.0,25.3,17.0,4020000.0,144600000.0,1919
Ligue 1,Montpellier HSC,2022-2023,38,15,5,18,65.0,1.3157894736842106,Ligue 1,Montpellier HSC,39.0,25.1,19.0,3660000.0,142900000.0,1919
Ligue 1,Montpellier HSC,2023-2024,34,10,12,12,43.0,1.2352941176470589,Ligue 1,Montpellier HSC,37.0,24.8,19.0,3930000.0,145580000.0,1919
Ligue 1,Montpellier HSC,2024-2025,33,4,4,25,23.0,0.4848484848484848,Ligue 1,Montpellier HSC,40.0,25.2,23.0,1650000.0,65850000.0,1919
Ligue 1,Olympique Lyonnais,2021-2022,38,17,11,10,66.0,1.631578947368421,Ligue 1,Olympique Lyonnais,40.0,24.9,21.0,9940000.0,397700000.0,1899
Ligue 1,Olympique Lyonnais,2022-2023,38,18,8,12,65.0,1.631578947368421,Ligue 1,Olympique Lyonnais,34.0,25.5,16.0,10320000.0,350950000.0,1899
Ligue 1,Olympique Lyonnais,2023-2024,34,16,5,13,49.0,1.5588235294117647,Ligue 1,Olympique Lyonnais,39.0,25.5,24.0,7840000.0,305950000.0,1899
Ligue 1,Olympique Lyonnais,2024-2025,34,17,6,11,65.0,1.6764705882352942,Ligue 1,Olympique Lyonnais,37.0,26.0,27.0,8370000.0,309850000.0,1899
Ligue 1,Olympique de Marseille,2021-2022,38,21,8,9,63.0,1.868421052631579,Ligue 1,Olympique de Marseille,38.0,24.0,22.0,7490000.0,284700000.0,1899
Ligue 1,Olympique de Marseille,2022-2023,38,22,7,9,67.0,1.9210526315789471,Ligue 1,Olympique de Marseille,37.0,25.6,29.0,8960000.0,331550000.0,1899
Ligue 1,Olympique de Marseille,2023-2024,34,13,11,10,52.0,1.4705882352941178,Ligue 1,Olympique de Marseille,49.0,24.4,31.0,6360000.0,311400000.0,1899
Ligue 1,Olympique de Marseille,2024-2025,34,20,5,9,74.0,1.911764705882353,Ligue 1,Olympique de Marseille,40.0,24.9,27.0,8950000.0,358000000.0,1899
Ligue 1,Paris Saint-Germain FC,2021-2022,38,26,8,4,90.0,2.263157894736842,Ligue 1,Paris Saint-Germain FC,41.0,26.2,28.0,21350000.0,875150000.0,1970
Ligue 1,Paris Saint-Germain FC,2022-2023,38,27,4,7,89.0,2.236842105263158,Ligue 1,Paris Saint-Germain FC,37.0,25.9,24.0,24080000.0,891100000.0,1970
Ligue 1,Paris Saint-Germain FC,2023-2024,34,22,10,2,81.0,2.235294117647059,Ligue 1,Paris Saint-Germain FC,36.0,24.9,21.0,28360000.0,1020000000.0,1970
Ligue 1,Paris Saint-Germain FC,2024-2025,34,26,6,2,92.0,2.4705882352941178,Ligue 1,Paris Saint-Germain FC,34.0,23.6,21.0,33590000.0,1140000000.0,1970
Ligue 1,RC Strasbourg Alsace,2021-2022,38,17,12,9,60.0,1.6578947368421053,Ligue 1,RC Strasbourg Alsace,33.0,25.4,19.0,3640000.0,120050000.0,1906
Ligue 1,RC Strasbourg Alsace,2022-2023,38,9,13,16,51.0,1.0526315789473684,Ligue 1,RC Strasbourg Alsace,36.0,26.0,17.0,3430000.0,123550000.0,1906
Ligue 1,RC Strasbourg Alsace,2023-2024,34,10,9,15,38.0,1.1470588235294117,Ligue 1,RC Strasbourg Alsace,39.0,24.0,22.0,4040000.0,157700000.0,1906
Ligue 1,RC Strasbourg Alsace,2024-2025,34,16,9,9,56.0,1.6764705882352942,Ligue 1,RC Strasbourg Alsace,42.0,22.2,26.0,7330000.0,307850000.0,1906
Ligue 1,Stade Brestois 29,2021-2022,38,13,9,16,49.0,1.263157894736842,Ligue 1,Stade Brestois 29,30.0,26.0,11.0,3440000.0,103150000.0,1950
Ligue 1,Stade Brestois 29,2022-2023,38,11,11,16,44.0,1.1578947368421053,Ligue 1,Stade Brestois 29,32.0,26.3,16.0,2400000.0,76650000.0,1950
Ligue 1,Stade Brestois 29,2023-2024,34,17,10,7,53.0,1.7941176470588236,Ligue 1,Stade Brestois 29,31.0,25.9,10.0,3710000.0,115150000.0,1950
Ligue 1,Stade Brestois 29,2024-2025,34,15,5,14,52.0,1.4705882352941178,Ligue 1,Stade Brestois 29,37.0,25.6,14.0,2990000.0,110650000.0,1950
Ligue 1,Stade de Reims,2021-2022,76,22,26,28,86.0,1.2105263157894737,Ligue 1,Stade de Reims,36.0,23.3,12.0,8480000.0,305350000.0,1931
Ligue 1,Stade de Reims,2021-2022,76,22,26,28,86.0,1.2105263157894737,Ligue 1,Stade de Reims,40.0,24.0,30.0,3740000.0,149400000.0,1931
Ligue 1,Stade de Reims,2022-2023,76,24,30,22,90.0,1.3421052631578947,Ligue 1,Stade de Reims,38.0,24.3,19.0,10200000.0,387750000.0,1931
Ligue 1,Stade de Reims,2022-2023,76,24,30,22,90.0,1.3421052631578947,Ligue 1,Stade de Reims,40.0,23.8,30.0,3980000.0,159050000.0,1931
Ligue 1,Stade de Reims,2023-2024,68,26,16,26,84.0,1.3823529411764706,Ligue 1,Stade de Reims,36.0,24.8,18.0,10430000.0,375350000.0,1931
Ligue 1,Stade de Reims,2023-2024,68,26,16,26,84.0,1.3823529411764706,Ligue 1,Stade de Reims,39.0,23.9,27.0,3450000.0,134550000.0,1931
Ligue 1,Stade de Reims,2024-2025,68,16,18,34,66.0,0.9705882352941176,Ligue 1,Stade de Reims,43.0,25.2,26.0,6850000.0,294700000.0,1931
Ligue 1,Stade de Reims,2024-2025,68,16,18,34,66.0,0.9705882352941176,Ligue 1,Stade de Reims,40.0,24.0,32.0,3810000.0,152500000.0,1931
Ligue 1,Toulouse FC,2022-2023,38,13,9,16,51.0,1.263157894736842,Ligue 1,Toulouse FC,37.0,24.0,30.0,2830000.0,104800000.0,1937
Ligue 1,Toulouse FC,2023-2024,34,11,10,13,42.0,1.2647058823529411,Ligue 1,Toulouse FC,39.0,23.3,27.0,3720000.0,145200000.0,1937
Ligue 1,Toulouse FC,2024-2025,34,11,9,14,44.0,1.2352941176470589,Ligue 1,Toulouse FC,34.0,24.4,23.0,3580000.0,121600000.0,1937
Premier League,AFC Bournemouth,2022-2023,38,11,6,21,37.0,1.0263157894736843,Premier League,AFC Bournemouth,47.0,25.0,23.0,6110000.0,287200000.0,1899
Premier League,AFC Bournemouth,2023-2024,38,13,9,16,54.0,1.263157894736842,Premier League,AFC Bournemouth,42.0,25.7,26.0,9570000.0,401750000.0,1899
Premier League,AFC Bournemouth,2024-2025,38,15,11,12,58.0,1.4736842105263157,Premier League,AFC Bournemouth,39.0,24.7,25.0,13300000.0,518600000.0,1899
Premier League,Arsenal FC,2021-2022,38,22,3,13,61.0,1.8157894736842104,Premier League,Arsenal FC,41.0,24.0,24.0,14950000.0,613050000.0,1886
Premier League,Arsenal FC,2022-2023,38,26,6,6,88.0,2.210526315789474,Premier League,Arsenal FC,42.0,24.0,25.0,23830000.0,1000000000.0,1886
Premier League,Arsenal FC,2023-2024,38,28,5,5,91.0,2.3421052631578947,Premier League,Arsenal FC,40.0,24.6,23.0,30080000.0,1200000000.0,1886
Premier League,Arsenal FC,2024-2025,38,20,14,4,69.0,1.9473684210526316,Premier League,Arsenal FC,42.0,24.5,26.0,27580000.0,1160000000.0,1886
Premier League,Aston Villa FC,2021-2022,38,13,6,19,52.0,1.1842105263157894,Premier League,Aston Villa FC,44.0,24.8,21.0,11090000.0,487750000.0,1874
Premier League,Aston Villa FC,2022-2023,38,18,7,13,51.0,1.605263157894737,Premier League,Aston Villa FC,43.0,25.4,23.0,11850000.0,509550000.0,1874
Premier League,Aston Villa FC,2023-2024,38,20,8,10,76.0,1.7894736842105263,Premier League,Aston Villa FC,45.0,25.0,23.0,15770000.0,709650000.0,1874
Premier League,Aston Villa FC,2024-2025,38,19,9,10,58.0,1.736842105263158,Premier League,Aston Villa FC,41.0,25.2,24.0,16600000.0,680550000.0,1874
Premier League,Brentford FC,2021-2022,38,13,7,18,48.0,1.2105263157894737,Premier League,Brentford FC,38.0,24.7,27.0,7190000.0,273300000.0,1889
Premier League,Brentford FC,2022-2023,38,15,14,9,58.0,1.5526315789473684,Premier League,Brentford FC,36.0,25.3,26.0,10310000.0,371200000.0,1889
Premier League,Brentford FC,2023-2024,38,10,9,19,56.0,1.0263157894736843,Premier League,Brentford FC,42.0,24.3,29.0,10210000.0,428780000.0,1889
Premier League,Brentford FC,2024-2025,38,16,8,14,66.0,1.4736842105263157,Premier League,Brentford FC,38.0,24.4,27.0,11260000.0,427850000.0,1889
Premier League,Brighton & Hove Albion FC,2021-2022,38,12,15,11,42.0,1.3421052631578947,Premier League,Brighton & Hove Albion FC,43.0,24.6,31.0,7400000.0,318000000.0,1901
