league,team,season,games,wins,draws,losses,goals_total,players_amount,avg_age,foreign_players_amount,team_cost_dif,total_cost,avg_res_for_game,year_of_foundation,sellouts,total_attendance,avg_attendance
Premier League,Chelsea FC,2023-2024,38,18,9,11,77.0,56.0,22.2,26.0,18100000.0,1010000000.0,1.6578947368421053,118.0,0.0,751952,39576
Premier League,Chelsea FC,2024-2025,38,20,9,9,64.0,58.0,22.4,30.0,20590000.0,1190000000.0,1.8157894736842104,118.0,,,
Premier League,Crystal Palace FC,2021-2022,38,11,15,12,50.0,33.0,26.5,16.0,8210000.0,271050000.0,1.263157894736842,118.0,0.0,461349,24282
Premier League,Crystal Palace FC,2022-2023,38,11,12,15,40.0,39.0,25.4,19.0,8280000.0,323050000.0,1.1842105263157894,118.0,,,
Premier League,Crystal Palace FC,2023-2024,38,13,10,15,57.0,40.0,25.1,17.0,11160000.0,446550000.0,1.2894736842105263,118.0,0.0,472742,24881
Premier League,Crystal Palace FC,2024-2025,38,13,14,11,51.0,40.0,26.2,18.0,13170000.0,526850000.0,1.394736842105263,118.0,,,
Premier League,Everton FC,2021-2022,38,11,6,21,43.0,42.0,26.0,24.0,11410000.0,479050000.0,1.0263157894736843,145.0,0.0,738758,38882
Premier League,Everton FC,2022-2023,38,8,12,18,34.0,40.0,26.9,21.0,10330000.0,413150000.0,0.9473684210526316,145.0,,,
Premier League,Everton FC,2023-2024,38,13,9,16,40.0,34.0,26.8,16.0,11520000.0,391750000.0,1.263157894736842,145.0,0.0,741793,39042
Premier League,Everton FC,2024-2025,38,11,15,12,42.0,39.0,25.8,21.0,9310000.0,363230000.0,1.263157894736842,145.0,,,
Premier League,Fulham FC,2022-2023,38,15,7,16,55.0,47.0,25.9,35.0,6280000.0,295100000.0,1.368421052631579,144.0,,,
Premier League,Fulham FC,2023-2024,38,13,8,17,55.0,35.0,26.9,31.0,10980000.0,384350000.0,1.236842105263158,144.0,0.0,461722,24301
Premier League,Fulham FC,2024-2025,38,15,9,14,54.0,28.0,27.7,21.0,12940000.0,362350000.0,1.4210526315789471,144.0,,,
Premier League,Ipswich Town FC,2024-2025,38,4,10,24,36.0,35.0,26.6,17.0,7720000.0,270100000.0,0.5789473684210527,145.0,,,
Premier League,Leeds United FC,2021-2022,38,9,11,18,42.0,35.0,24.9,20.0,8560000.0,299450000.0,1.0,104.0,0.0,653140,36286
Premier League,Leeds United FC,2022-2023,38,7,10,21,48.0,47.0,24.6,31.0,7340000.0,345150000.0,0.8157894736842105,104.0,,,
Premier League,Leicester City FC,2021-2022,38,14,10,14,62.0,40.0,25.7,26.0,13160000.0,526550000.0,1.368421052631579,139.0,,,
Premier League,Leicester City FC,2022-2023,38,9,7,22,51.0,38.0,26.4,25.0,12910000.0,490700000.0,0.8947368421052632,139.0,,,
Premier League,Leicester City FC,2024-2025,38,6,7,25,33.0,40.0,25.3,24.0,6330000.0,253350000.0,0.6578947368421053,139.0,,,
Premier League,Liverpool FC,2021-2022,38,28,8,2,94.0,49.0,24.5,29.0,18750000.0,918900000.0,2.4210526315789473,131.0,0.0,1007153,53008
Premier League,Liverpool FC,2022-2023,38,19,10,9,75.0,39.0,25.3,24.0,20820000.0,811850000.0,1.763157894736842,131.0,,,
Premier League,Liverpool FC,2023-2024,38,24,10,4,86.0,45.0,24.2,30.0,21240000.0,955650000.0,2.1578947368421053,131.0,0.0,1060362,55809
Premier League,Liverpool FC,2024-2025,38,25,9,4,86.0,35.0,24.7,21.0,27170000.0,950950000.0,2.210526315789474,131.0,,,
Premier League,Luton Town FC,2023-2024,38,6,8,24,52.0,46.0,25.7,22.0,3060000.0,140900000.0,0.6842105263157895,138.0,,,
Premier League,Manchester City FC,2021-2022,38,29,6,3,99.0,39.0,24.7,23.0,25740000.0,1000000000.0,2.4473684210526314,143.0,0.0,1002028,52738
Premier League,Manchester City FC,2022-2023,38,28,5,5,94.0,34.0,26.0,21.0,33700000.0,1150000000.0,2.3421052631578947,143.0,,,
Premier League,Manchester City FC,2023-2024,38,28,7,3,96.0,36.0,25.7,21.0,40630000.0,1460000000.0,2.3947368421052633,143.0,1.0,1012469,53288
Premier League,Manchester City FC,2024-2025,38,21,8,9,72.0,44.0,25.6,27.0,30860000.0,1360000000.0,1.868421052631579,143.0,,,
Premier League,Manchester United FC,2021-2022,38,16,10,12,57.0,43.0,26.0,29.0,17890000.0,769150000.0,1.5263157894736843,145.0,0.0,1389856,73150
Premier League,Manchester United FC,2022-2023,38,23,6,9,58.0,48.0,25.4,30.0,17660000.0,847750000.0,1.9736842105263157,145.0,,,
Premier League,Manchester United FC,2023-2024,38,18,6,14,57.0,46.0,24.9,28.0,17570000.0,808350000.0,1.5789473684210529,145.0,0.0,1397148,73534
Premier League,Manchester United FC,2024-2025,38,11,9,18,44.0,49.0,24.0,29.0,16840000.0,825000000.0,1.105263157894737,145.0,,,
Premier League,Newcastle United FC,2021-2022,38,13,10,15,44.0,44.0,27.9,29.0,9230000.0,313900000.0,1.2894736842105263,131.0,0.0,978251,51487
Premier League,Newcastle United FC,2022-2023,38,19,14,5,68.0,38.0,28.3,22.0,14250000.0,541600000.0,1.868421052631579,131.0,,,
Premier League,Newcastle United FC,2023-2024,38,18,6,14,85.0,45.0,26.3,21.0,14490000.0,652250000.0,1.5789473684210529,131.0,0.0,990904,52153
Premier League,Newcastle United FC,2024-2025,38,20,6,12,68.0,36.0,27.5,15.0,18820000.0,677530000.0,1.736842105263158,131.0,,,
Premier League,Norwich City FC,2021-2022,38,5,7,26,23.0,45.0,24.7,29.0,3630000.0,163200000.0,0.5789473684210527,121.0,,,
Premier League,Nottingham Forest FC,2022-2023,38,9,11,18,38.0,50.0,26.6,29.0,7530000.0,376250000.0,1.0,158.0,,,
Premier League,Nottingham Forest FC,2023-2024,38,9,9,20,49.0,46.0,26.6,36.0,10900000.0,501350000.0,0.9473684210526316,158.0,0.0,558326,29386
Premier League,Nottingham Forest FC,2024-2025,38,19,8,11,58.0,33.0,26.8,23.0,14580000.0,481300000.0,1.7105263157894737,158.0,,,
Premier League,Sheffield United FC,2023-2024,38,3,7,28,35.0,45.0,24.7,26.0,3390000.0,152350000.0,0.4210526315789473,134.0,,,
Premier League,Southampton FC,2021-2022,38,9,13,16,43.0,33.0,25.6,19.0,8310000.0,274300000.0,1.0526315789473684,138.0,,,
Premier League,Southampton FC,2022-2023,38,6,7,25,36.0,46.0,24.8,25.0,9130000.0,419950000.0,0.6578947368421053,138.0,,,
Premier League,Southampton FC,2024-2025,38,2,6,30,26.0,42.0,25.3,23.0,7380000.0,310050000.0,0.3157894736842105,138.0,,,
Premier League,Tottenham Hotspur FC,2021-2022,38,22,5,11,69.0,45.0,24.0,26.0,15320000.0,689350000.0,1.868421052631579,141.0,0.0,1073936,56523
Premier League,Tottenham Hotspur FC,2022-2023,38,18,6,14,70.0,42.0,25.9,21.0,19090000.0,649100000.0,1.5789473684210529,141.0,,,
Premier League,Tottenham Hotspur FC,2023-2024,38,20,6,12,74.0,41.0,25.6,28.0,20450000.0,838500000.0,1.736842105263158,141.0,0.0,1167725,61459
Premier League,Tottenham Hotspur FC,2024-2025,38,11,5,22,64.0,41.0,24.0,23.0,18960000.0,777300000.0,1.0,141.0,,,
Premier League,Watford FC,2021-2022,38,6,5,27,34.0,47.0,26.4,36.0,3320000.0,156200000.0,0.6052631578947368,142.0,,,
Premier League,West Ham United FC,2021-2022,38,16,8,14,60.0,37.0,26.3,20.0,9590000.0,354900000.0,1.4736842105263157,128.0,1.0,1112814,58569
Premier League,West Ham United FC,2022-2023,38,11,7,20,42.0,44.0,25.4,25.0,10580000.0,465600000.0,1.0526315789473684,128.0,,,
Premier League,West Ham United FC,2023-2024,38,14,10,14,60.0,36.0,26.6,20.0,13540000.0,487500000.0,1.368421052631579,128.0,0.0,1186367,62440
Premier League,West Ham United FC,2024-2025,38,11,10,17,46.0,29.0,28.0,19.0,13820000.0,400700000.0,1.131578947368421,128.0,,,
Premier League,Wolverhampton Wanderers FC,2021-2022,38,15,6,17,38.0,38.0,24.8,30.0,9920000.0,376950000.0,1.3421052631578947,146.0,0.0,521772,30692
Premier League,Wolverhampton Wanderers FC,2022-2023,38,11,8,19,31.0,43.0,25.8,34.0,11570000.0,497650000.0,1.0789473684210529,146.0,,,
Premier League,Wolverhampton Wanderers FC,2023-2024,38,13,7,18,50.0,47.0,25.3,32.0,9420000.0,442730000.0,1.2105263157894737,146.0,0.0,589697,31037
Premier League,Wolverhampton Wanderers FC,2024-2025,38,12,6,20,54.0,44.0,25.3,33.0,9840000.0,433050000.0,1.105263157894737,146.0,,,
Serie A,AC Milan,2021-2022,38,26,8,4,69.0,37.0,25.8,22.0,14780000.0,546950000.0,2.263157894736842,124.0,5.0,836293,44015
Serie A,AC Milan,2021-2022,38,26,8,4,69.0,38.0,25.8,20.0,2360000.0,89500000.0,2.263157894736842,124.0,5.0,836293,44015
Serie A,AC Milan,2022-2023,38,20,10,8,64.0,36.0,26.4,27.0,15140000.0,545100000.0,1.8421052631578947,124.0,,,
Serie A,AC Milan,2022-2023,38,20,10,8,64.0,44.0,25.1,24.0,1630000.0,71800000.0,1.8421052631578947,124.0,,,
Serie A,AC Milan,2023-2024,38,22,9,7,76.0,42.0,24.6,26.0,13610000.0,571410000.0,1.9736842105263157,124.0,1.0,1367997,72000
Serie A,AC Milan,2024-2025,38,18,9,11,61.0,38.0,25.8,20.0,1360000.0,51650000.0,1.6578947368421053,124.0,,,
Serie A,AC Milan,2024-2025,38,18,9,11,61.0,41.0,25.1,28.0,14190000.0,581700000.0,1.6578947368421053,124.0,,,
Serie A,AC Monza,2022-2023,38,14,10,14,48.0,41.0,26.6,12.0,3310000.0,135700000.0,1.368421052631579,111.0,,,
Serie A,AC Monza,2023-2024,38,11,12,15,39.0,39.0,26.6,13.0,3680000.0,143430000.0,1.1842105263157894,111.0,,,
Serie A,AC Monza,2024-2025,38,3,9,26,28.0,46.0,26.3,16.0,2080000.0,95830000.0,0.4736842105263157,111.0,,,
Serie A,ACF Fiorentina,2021-2022,38,19,5,14,59.0,38.0,25.9,22.0,8570000.0,325800000.0,1.631578947368421,97.0,2.0,401062,21109
Serie A,ACF Fiorentina,2022-2023,38,15,11,12,53.0,38.0,25.6,18.0,6810000.0,258800000.0,1.4736842105263157,97.0,,,
Serie A,ACF Fiorentina,2023-2024,38,17,9,12,61.0,41.0,25.7,21.0,6930000.0,284100000.0,1.5789473684210529,97.0,2.0,551015,29001
Serie A,ACF Fiorentina,2024-2025,38,18,8,11,57.0,44.0,25.2,18.0,8370000.0,368130000.0,1.631578947368421,97.0,,,
Serie A,AS Roma,2021-2022,38,18,9,11,59.0,39.0,24.3,25.0,9780000.0,381250000.0,1.6578947368421053,96.0,4.0,796248,41908
Serie A,AS Roma,2022-2023,38,18,9,11,50.0,47.0,24.2,27.0,7690000.0,361380000.0,1.6578947368421053,96.0,,,
Serie A,AS Roma,2023-2024,38,18,9,11,65.0,41.0,25.2,24.0,8300000.0,340400000.0,1.6578947368421053,96.0,3.0,1195578,62925
Serie A,AS Roma,2024-2025,38,20,9,9,56.0,39.0,25.7,28.0,10010000.0,390300000.0,1.8157894736842104,96.0,,,
Serie A,Atalanta BC,2021-2022,38,16,11,11,65.0,44.0,24.9,24.0,9060000.0,398750000.0,1.5526315789473684,116.0,0.0,212560,11187
Serie A,Atalanta BC,2022-2023,38,19,7,12,66.0,38.0,24.9,20.0,8900000.0,338380000.0,1.6842105263157894,116.0,,,
Serie A,Atalanta BC,2023-2024,38,21,6,11,72.0,42.0,25.2,21.0,10380000.0,436050000.0,1.8157894736842104,116.0,0.0,279769,14725
Serie A,Atalanta BC,2024-2025,38,22,8,8,78.0,44.0,25.4,20.0,11390000.0,501200000.0,1.9473684210526316,116.0,,,
Serie A,Bologna FC 1909,2021-2022,38,12,10,16,44.0,45.0,24.2,28.0,4140000.0,186200000.0,1.2105263157894737,114.0,1.0,281002,14790
Serie A,Bologna FC 1909,2022-2023,38,14,12,12,53.0,38.0,25.3,22.0,4040000.0,153630000.0,1.4210526315789471,114.0,,,
Serie A,Bologna FC 1909,2023-2024,38,18,14,6,54.0,37.0,25.1,26.0,9440000.0,349300000.0,1.7894736842105263,114.0,0.0,492367,25914
Serie A,Bologna FC 1909,2024-2025,38,16,14,8,57.0,38.0,25.2,25.0,8960000.0,340650000.0,1.631578947368421,114.0,,,
Serie A,Cagliari Calcio,2021-2022,38,6,12,20,34.0,46.0,25.5,23.0,2920000.0,134530000.0,0.7894736842105263,103.0,5.0,184644,9718
Serie A,Cagliari Calcio,2023-2024,38,8,12,18,42.0,38.0,27.0,19.0,2430000.0,92230000.0,0.9473684210526316,103.0,3.0,307187,16168
Serie A,Cagliari Calcio,2024-2025,38,9,9,20,40.0,36.0,26.7,18.0,2600000.0,93630000.0,0.9473684210526316,103.0,,,
Serie A,Como 1907,2024-2025,38,13,10,15,49.0,51.0,26.5,31.0,3990000.0,203430000.0,1.2894736842105263,116.0,,,
Serie A,Empoli FC,2021-2022,38,10,11,17,50.0,40.0,25.0,12.0,3150000.0,126400000.0,1.0789473684210529,103.0,,,
Serie A,Empoli FC,2022-2023,38,10,13,15,37.0,44.0,24.8,19.0,2530000.0,125530000.0,1.131578947368421,103.0,,,
Serie A,Empoli FC,2023-2024,38,9,9,20,29.0,47.0,25.3,20.0,2180000.0,102330000.0,0.9473684210526316,103.0,,,
Serie A,Empoli FC,2024-2025,38,6,13,19,33.0,52.0,24.5,28.0,2050000.0,106580000.0,0.8157894736842105,103.0,,,
Serie A,FC Internazionale Milano,2021-2022,38,25,9,4,84.0,36.0,27.7,20.0,15520000.0,558550000.0,2.210526315789474,115.0,5.0,854983,44999
Serie A,FC Internazionale Milano,2022-2023,38,23,3,12,71.0,35.0,26.9,22.0,16220000.0,567550000.0,1.894736842105263,115.0,,,
Serie A,FC Internazionale Milano,2023-2024,38,29,7,2,89.0,35.0,27.1,24.0,18710000.0,654850000.0,2.473684210526316,115.0,8.0,1383926,72838
Serie A,FC Internazionale Milano,2024-2025,38,24,9,4,79.0,46.0,25.5,26.0,16130000.0,741850000.0,2.1315789473684212,115.0,,,
Serie A,Frosinone Calcio,2023-2024,38,8,11,19,44.0,48.0,24.9,26.0,2260000.0,108400000.0,0.9210526315789472,117.0,,,
Serie A,Genoa CFC,2021-2022,38,4,16,18,27.0,47.0,26.5,24.0,2580000.0,121280000.0,0.7368421052631579,130.0,0.0,240182,12641
Serie A,Genoa CFC,2023-2024,38,12,13,13,45.0,44.0,25.9,29.0,4440000.0,195400000.0,1.2894736842105263,130.0,1.0,607739,31986
Serie A,Genoa CFC,2024-2025,38,10,13,15,37.0,48.0,24.9,27.0,3650000.0,175350000.0,1.131578947368421,130.0,,,
Serie A,Hellas Verona FC,2021-2022,38,14,11,13,65.0,43.0,25.2,19.0,3790000.0,162980000.0,1.394736842105263,120.0,1.0,264298,13910
Serie A,Hellas Verona FC,2022-2023,38,7,10,21,31.0,46.0,25.2,26.0,2690000.0,123890000.0,0.8157894736842105,120.0,,,
Serie A,Hellas Verona FC,2023-2024,38,9,11,18,38.0,50.0,25.1,32.0,2810000.0,140700000.0,1.0,120.0,0.0,405891,21363
Serie A,Hellas Verona FC,2024-2025,38,10,7,21,34.0,42.0,25.2,31.0,2550000.0,107350000.0,0.9736842105263158,120.0,,,
Serie A,Juventus FC,2021-2022,38,20,10,8,57.0,43.0,25.5,24.0,14940000.0,642500000.0,1.8421052631578947,126.0,4.0,452201,23800
Serie A,Juventus FC,2022-2023,38,22,6,10,56.0,40.0,25.9,19.0,12080000.0,483130000.0,1.894736842105263,126.0,,,
Serie A,Juventus FC,2023-2024,38,19,14,5,54.0,39.0,25.2,19.0,12940000.0,504530000.0,1.868421052631579,126.0,1.0,747557,39345
Serie A,Juventus FC,2024-2025,38,18,16,4,58.0,43.0,24.6,25.0,14620000.0,628730000.0,1.8421052631578947,126.0,,,
Serie A,Parma Calcio 1913,2024-2025,38,7,15,16,44.0,40.0,25.1,28.0,4380000.0,175110000.0,0.9473684210526316,110.0,,,
Serie A,SS Lazio,2021-2022,38,18,10,10,77.0,35.0,27.5,24.0,7560000.0,264530000.0,1.6842105263157894,123.0,0.0,447000,23526
Serie A,SS Lazio,2021-2022,38,18,10,10,77.0,35.0,25.3,20.0,4400000.0,154050000.0,1.6842105263157894,123.0,0.0,447000,23526
Serie A,SS Lazio,2022-2023,38,22,8,8,60.0,33.0,26.5,20.0,8070000.0,266430000.0,1.9473684210526316,123.0,,,
Serie A,SS Lazio,2022-2023,38,22,8,8,60.0,39.0,25.4,23.0,6110000.0,238200000.0,1.9473684210526316,123.0,,,
Serie A,SS Lazio,2023-2024,38,18,7,13,49.0,38.0,25.9,17.0,5410000.0,205600000.0,1.605263157894737,123.0,0.0,830600,43716
Serie A,SS Lazio,2023-2024,38,18,7,13,49.0,37.0,26.4,20.0,6090000.0,225450000.0,1.605263157894737,123.0,0.0,830600,43716
Serie A,SS Lazio,2024-2025,38,18,11,9,61.0,43.0,25.1,23.0,5150000.0,221450000.0,1.7105263157894737,123.0,,,
Serie A,SS Lazio,2024-2025,38,18,11,9,61.0,41.0,26.0,25.0,7190000.0,294900000.0,1.7105263157894737,123.0,,,
Serie A,SSC Napoli,2021-2022,38,24,7,7,74.0,37.0,25.8,20.0,12900000.0,477230000.0,2.0789473684210527,97.0,6.0,550666,28982
Serie A,SSC Napoli,2022-2023,38,28,6,4,77.0,31.0,26.7,20.0,21100000.0,654080000.0,2.3684210526315788,97.0,,,
Serie A,SSC Napoli,2023-2024,38,13,14,11,55.0,35.0,26.5,22.0,14740000.0,515000000.0,1.394736842105263,97.0,2.0,892555,46977
Serie A,SSC Napoli,2024-2025,38,24,10,4,59.0,37.0,26.9,18.0,13530000.0,500450000.0,2.1578947368421053,97.0,,,
Serie A,Spezia Calcio,2021-2022,38,10,6,22,41.0,34.0,24.1,23.0,2310000.0,78500000.0,0.9473684210526316,117.0,,,
Serie A,Spezia Calcio,2022-2023,38,6,13,19,31.0,48.0,24.9,34.0,2410000.0,115800000.0,0.8157894736842105,117.0,,,
Serie A,Torino FC,2021-2022,38,13,11,14,46.0,41.0,25.3,25.0,5450000.0,223400000.0,1.3157894736842106,117.0,2.0,187095,9847
Serie A,Torino FC,2022-2023,38,14,11,13,42.0,38.0,24.3,29.0,5190000.0,197190000.0,1.394736842105263,117.0,,,
Serie A,Torino FC,2023-2024,38,13,14,11,36.0,45.0,24.3,33.0,5170000.0,232730000.0,1.394736842105263,117.0,0.0,432298,22753
Serie A,Torino FC,2024-2025,38,10,14,14,39.0,48.0,24.9,34.0,4570000.0,219280000.0,1.1578947368421053,117.0,,,
Serie A,UC Sampdoria,2021-2022,38,10,6,22,46.0,46.0,26.7,20.0,2790000.0,128550000.0,0.9473684210526316,77.0,,,
Serie A,UC Sampdoria,2022-2023,38,3,10,25,24.0,48.0,26.4,27.0,1730000.0,82960000.0,0.5,77.0,,,
Serie A,US Cremonese,2022-2023,38,5,12,21,36.0,42.0,26.2,19.0,1990000.0,83780000.0,0.7105263157894737,120.0,,,
Serie A,US Lecce,2022-2023,38,8,12,18,33.0,39.0,25.1,23.0,2700000.0,105200000.0,0.9473684210526316,115.0,,,
Serie A,US Lecce,2023-2024,38,8,14,16,32.0,39.0,24.6,30.0,2760000.0,107730000.0,1.0,115.0,0.0,506245,26644
Serie A,US Lecce,2024-2025,38,8,10,20,27.0,44.0,24.8,37.0,2580000.0,113430000.0,0.8947368421052632,115.0,,,
Serie A,US Salernitana 1919,2021-2022,38,7,10,21,33.0,51.0,26.3,26.0,1380000.0,70560000.0,0.8157894736842105,104.0,,,
Serie A,US Salernitana 1919,2021-2022,38,7,10,21,33.0,34.0,24.3,24.0,7830000.0,266050000.0,0.8157894736842105,104.0,,,
Serie A,US Salernitana 1919,2022-2023,38,9,15,14,48.0,45.0,26.9,27.0,2630000.0,118350000.0,1.105263157894737,104.0,,,
Serie A,US Salernitana 1919,2022-2023,38,9,15,14,48.0,41.0,24.3,28.0,7580000.0,310800000.0,1.105263157894737,104.0,,,
Serie A,US Salernitana 1919,2023-2024,38,2,11,25,32.0,38.0,24.5,21.0,7070000.0,268780000.0,0.4473684210526316,104.0,,,
Serie A,US Salernitana 1919,2023-2024,38,2,11,25,32.0,50.0,25.6,31.0,1890000.0,94600000.0,0.4473684210526316,104.0,,,
Serie A,US Sassuolo Calcio,2021-2022,38,13,11,14,64.0,43.0,25.5,22.0,5840000.0,251000000.0,1.3157894736842106,103.0,2.0,144691,7615
Serie A,US Sassuolo Calcio,2022-2023,38,12,9,17,47.0,35.0,25.4,19.0,6630000.0,232200000.0,1.1842105263157894,103.0,,,
Serie A,US Sassuolo Calcio,2023-2024,38,7,9,22,43.0,38.0,25.5,21.0,3670000.0,139540000.0,0.7894736842105263,103.0,0.0,276976,14578
Serie A,Udinese Calcio,2021-2022,38,11,14,13,61.0,44.0,25.4,26.0,3230000.0,142300000.0,1.236842105263158,127.0,1.0,230745,12144
Serie A,Udinese Calcio,2022-2023,38,11,13,14,47.0,38.0,25.3,28.0,4970000.0,188860000.0,1.2105263157894737,127.0,,,
Serie A,Udinese Calcio,2023-2024,38,6,19,13,37.0,45.0,24.7,36.0,3780000.0,170060000.0,0.9736842105263158,127.0,4.0,409385,21547
Serie A,Udinese Calcio,2024-2025,38,12,8,18,41.0,40.0,25.7,34.0,4970000.0,198900000.0,1.1578947368421053,127.0,,,
Serie A,Venezia FC,2021-2022,38,6,9,23,34.0,51.0,25.2,35.0,1590000.0,80980000.0,0.7105263157894737,116.0,,,
Serie A,Venezia FC,2024-2025,38,5,14,19,32.0,41.0,25.9,26.0,2330000.0,95600000.0,0.7631578947368421,116.0,,,
